LOCATION_NAME,TSN,LATITUDE,LONGITUDE,EFA_ID,PHONE,ADDRESS,FACILITIES,ACCESSIBILITY,TRANSPORT_MODE,MORNING_PEAK,AFTERNOON_PEAK
"Gosford Station",225040,-33.42388261,151.3417109,10101139,"02 4349 9260","Mann St, Gosford NSW 2250","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",6-8am,4-6.30pm
"Goulburn Big Merino Coach Stop",2580172,-34.773038,149.692324,10150115,,"Lockyer St, Goulburn NSW 2580",,,Coach,,
"Goulburn Station",258010,-34.75846191,149.7192744,10101315,"02 4828 5816","Sloane St, Goulburn NSW 2580","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible toilet | Taxi rank","Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi",6-7.30am,4-6.30pm
"Grafton Station",24601,-29.703905,152.941692,10155063,"13 22 32","Crisp Ave, South Grafton NSW 2460","Commuter car park | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Regional coach, Bus, Taxi",,
"Granville Station",214240,-33.83317598,151.0124947,10101227,"02 9848 9388","Bridge St, Granville NSW 2142","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Gravesend Coach Stop",24011,-29.58381,150.338048,10150278,,"Gravesend General Store, Railway Pde, Gravesend NSW 2401",,,Coach,,
"Green Square Station",201710,-33.90606259,151.2024745,10101329,"02 8337 8430","Cnr Botany Rd & O'Riordan St, Alexandria NSW 2015","Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Escalator | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Greenwich Point Wharf",20651,-33.84209993,151.1808023,10102019,,"Lower Serpentine Rd, Greenwich NSW 2065","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Bus, Ferry",,
"Grenfell Coach Stop",28101,-33.893479,148.160537,10150036,,"Grenfell Motel, Main St, Grenfell NSW 2810",,,Coach,,
"Greta Station",233410,-32.68662215,151.3840895,10101188,"02 6543 1018","Nelson St, Greta NSW 2334","Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors",Train,"No peak",4-6.30pm
"Griffith Station",26801,-34.28682,146.047734,10155011,"13 22 32","Railway St, Griffith NSW 2680","Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs",Train,,
"Griffith Town Coach Stop",268059,-34.289098,146.050858,10150117,,"Griffith Visitor Information Centre, 1 Jondaryan Ave, Griffith NSW 2680",,,Coach,,
"Grong Grong Coach Stop",26521,-34.740092,146.782746,10150292,,"Narrandera St at Bolaro St, Grong Grong NSW 2652",,,Coach,,
"Guildford Station",216110,-33.8545057,150.984361,10101283,"02 9848 9287","Military Rd, Guildford NSW 2161","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Gulargambone Coach Stop",28281,-31.331091,148.472993,10150091,,"Coonamble St after Bourbah St, Gulargambone NSW 2828",,,Coach,,
"Gulgong Coach Stop",28521,-32.36437,149.533026,10150173,,"Herbert St at Holtermann St, Gulgong NSW 2852",,,Coach,,
"Gundagai Coach Stop",27222,-35.06297,148.101696,10150255,,"Gundagai Visitor Information Centre, Sheridan St, Gundagai NSW 2722",,,Coach,,
"Gunnedah Station",23801,-30.979376,150.247996,10155055,"13 22 32","Railway Ave, Gunnedah NSW 2380","Commuter car park | Emergency help point | Toilets | Wheelchair accessible car space | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Taxi",,
"Gunning Station",25811,-34.779691,149.261031,10155030,"13 22 32","Grovenor St, Gunning NSW 2581","Commuter car park | Toilets","This location is wheelchair accessible | Level crossing | Wheelchair ramp boarding assistance | PA system for announcements | Short platforms, please see the train guard",Train,,
"Guyra Coach Stop",23653,-30.220216,151.67152,10150097,,"Guyra Post Office, Bradley St, Guyra NSW 2365",,,Coach,,
"Gymea Station",222710,-34.03489294,151.0854766,10101347,"02 9522 1288","Gymea Bay Rd, Gymea NSW 2227","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Hallidays Point Coach Stop",2428170,-32.082525,152.480399,10157478,,"The Lakes Way opp Timber Tops Dr, Darawank NSW 2428",,,Coach,,
"Hamilton Station",230310,-32.91871348,151.7488722,10101161,"02 4962 9365","Beaumont St, Hamilton NSW 2303","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","This location is wheelchair accessible | Hearing loop | Level crossing | Stairs | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi",6-7.15am,4-6.30pm
"Hampton Coach Stop",2790132,-33.639449,150.057173,10150196,,"Jenolan Caves Rd opp Hampton Halfway Hotel, Hampton NSW 2790",,,Coach,,
"Harden Station",25871,-34.553349,148.371322,10155003,"13 22 32","Station St, Harden NSW 2587","Emergency help point | Toilets","Wheelchair ramp boarding assistance | PA system for announcements",Train,,
"Harden Town Coach Stop",25873,-34.55424,148.367228,10150043,,"Albury St at East St, Harden NSW 2587",,,Coach,,
"Harris Park Station",215010,-33.82326002,151.0076387,10101228,"02 9848 9386","Station St, Harris Park NSW 2150","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table | Bike racks","Stairs | This location is wheelchair accessible | PA system for announcements | Lift | Wheelchair ramp boarding assistance",Train,7-9am,4-6.30pm
"Hartley Coach Stop",2790131,-33.545024,150.175419,10150317,,"Old Bathurst Rd before Great Western Hwy, Hartley NSW 2790",,,Coach,,
"Hastings Point Coach Stop",24894,-28.354774,153.572477,10150500,,"Hastings Point General Store, Tweed Coast Rd, Hastings Point NSW 2489",,,Coach,,
"Hawkesbury River Station",208310,-33.54678835,151.2265104,10101133,"02 9985 7224","Dangar Rd, Brooklyn NSW 2083","Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales | Toilets","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Ferry",6-8am,4-6.30pm
"Hawks Nest Coach Stop",2324153,-32.672705,152.177658,10150119,,"Hawks Nest Community Centre, Booner St, Hawks Nest NSW 2324",,,Coach,,
"Hawthorne Light Rail",2040111,-33.87972548,151.1471308,10101455,,"Darley Rd, Leichhardt NSW 2040","Bike racks | Emergency help point | Kiss and ride stopping area","This location is wheelchair accessible | Hearing loop | Level crossing | Tactile surfaces | PA system for announcements","Light rail",,
"Hay Coach Stop",27111,-34.5205,144.837548,10150096,,"Moama St at Archer St, Hay South NSW 2711",,,Coach,,
"Hazelbrook Station",277910,-33.72397351,150.4546038,10101263,"02 4780 3913","Railway Pde, Hazelbrook NSW 2779","Bike lockers | Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi",6-7.45am,4-6.30pm
"Heathcote Station",223320,-34.08823661,151.0080024,10101354,"02 9522 1221","Princes Hwy, Heathcote NSW 2233","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank | Wheelchair accessible toilet","Hearing loop | Wheelchair ramp boarding assistance | Tactile surfaces | This location is wheelchair accessible | PA system for announcements","Train, Taxi",7-9am,4-6.30pm
"Helensburgh Station",250810,-34.17686988,150.9948249,10101356,"02 4223 5864","Wilsons Creek Rd, Helensburgh NSW 2508","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi",6-8am,4-6.30pm
"Henty Station",26581,-35.517886,147.035371,10155029,"13 22 32","Olympic Hwy, Henty NSW 2658","Emergency help point | Toilets","Wheelchair ramp boarding assistance | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, please see the train guard","Train, Coach",,
"Hermidale Coach Stop",28312,-31.546814,146.725963,10150266,,"Hermidale Hotel, Quanda St, Hermidale NSW 2831",,,Coach,,
"Hexham Station",232210,-32.82947029,151.6844171,10101170,"02 4962 9944","Pacific Hwy, Hexham NSW 2322","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors",Train,6-7am,4-6.30pm
"High Street Station",232010,-32.741449,151.5636893,10101177,"02 4933 7902","High St, Maitland NSW 2320","Commuter car park | Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus",6-7am,4-6.30pm
"Hilldale Station",242040,-32.50450378,151.6497678,10101183,"02 6543 1018","Paterson Rd, Hilldale NSW 2420","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors",Train,"No peak",4-6.30pm
"Holsworthy Station",217310,-33.96320957,150.9568946,10101420,"02 9765 1166","Macarthur Dr, Holsworthy NSW 2173","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Homebush Station",214010,-33.86673988,151.0864413,10101216,"02 9752 8882","The Crescent, Homebush NSW 2140","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Taxi rank | Wheelchair accessible toilet | Bike racks","Hearing loop | Stairs | This location is wheelchair accessible | PA system for announcements | Lift | Tactile surfaces","Train, Bus, Taxi",7-9am,4-6.30pm
"Honeysuckle Light Rail",2300108,-32.92647,151.765765,10101501,,"Kuwumi Pl, Newcastle NSW 2300","Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Tactile surfaces | Level crossing | PA system for announcements | Hearing loop","Light rail",,
"Hornsby Station",207720,-33.70280124,151.098494,10101127,"02 9847 8428","Station St, Hornsby NSW 2077","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet (MLAK) | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Howlong Coach Stop",26431,-35.978756,146.625294,10150216,,"Sturt St after Hawkins St, Howlong NSW 2643",,,Coach,,
"Huntleys Point Wharf",211158,-33.84192145,151.1422376,10102036,,"Huntleys Point Rd, Huntleys Point NSW 2111","Bike racks | Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements",Ferry,,
"Hurlstone Park Station",219310,-33.91042225,151.1320925,10101394,"02 9563 7544","Floss St, Hurlstone Park NSW 2193","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Hurstville Station",222010,-33.96745356,151.1027571,10101339,"02 9563 7568","Ormonde Pde, Hurstville NSW 2220","Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Escalator | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
